200		A2ORTC4C0S43XV		28		noop		noop		0,1		s2_c01_v02_e18		45.51		31/2 cups tomato puree====1 1/4 lbs of
201		A2O4KD35UJZ3SS		28		0		0		0,1		s2_c01_v02_e18		45.51		31/2 cups tomato puree====1 1/4 lbs of
202		A1PYMROZ75S4FW		29		2		2		0,1,2		s2_c01_v02_e19		84.6933333333		put cheese sauce and olive oil====Add a pinch of salt====Add good pinch of salt
203		A2Y5A2VKUNMAR2		29		2		2		2,1,0		s2_c01_v02_e19		84.6933333333		put cheese sauce and olive oil====Add a pinch of salt====Add good pinch of salt
204		A2VQ46CXQ4RZGI		29		0		0		0,1,2		s2_c01_v02_e19		84.6933333333		put cheese sauce and olive oil====Add a pinch of salt====Add good pinch of salt
205		A2MV2H042RJ8TY		30		1		1		0,1		s2_c01_v02_e20		88.335		Stir the ingredients together====stir together
206		A2O4KD35UJZ3SS		30		0		0		1,0		s2_c01_v02_e20		88.335		Stir the ingredients together====stir together
207		AFGAW97ISNQPK		30		0		0		1,0		s2_c01_v02_e20		88.335		Stir the ingredients together====stir together
208		A1PYMROZ75S4FW		31		1		1		1,0		s2_c01_v02_e22		138.88		and after you can====And after you can add the mozzarella.
209		A1KB3HD0R4QRVZ		31		1		1		0,1		s2_c01_v02_e22		138.88		and after you can====And after you can add the mozzarella.
210		AWTJ1X4WZQ7H6		31		1		1		1,0		s2_c01_v02_e22		138.88		and after you can====And after you can add the mozzarella.
211		A1KB3HD0R4QRVZ		32		0		0		1,0		s2_c01_v02_e23		163.255		Bake for 15 to 20 minutes in a 480 degree Farenheit oven====and our pizza is ready to be baked
212		A2MV2H042RJ8TY		32		0		0		1,0		s2_c01_v02_e23		163.255		Bake for 15 to 20 minutes in a 480 degree Farenheit oven====and our pizza is ready to be baked
213		A1PEIAZGS7C9DH		32		0		0		1,0		s2_c01_v02_e23		163.255		Bake for 15 to 20 minutes in a 480 degree Farenheit oven====and our pizza is ready to be baked
214		AI9WYG457WDW2		33		1		1		0,1,2		s2_c01_v02_e24		166.31		Bake for 15 to 20 minutes in a 480 degree Farenheit oven====And our pizza is ready to be baked for 15 - 20 minutes at 480 degrees====ready to be baked for about 15-20 minutes at 480F
215		A2MV2H042RJ8TY		33		0		0		0,1,2		s2_c01_v02_e24		166.31		Bake for 15 to 20 minutes in a 480 degree Farenheit oven====And our pizza is ready to be baked for 15 - 20 minutes at 480 degrees====ready to be baked for about 15-20 minutes at 480F
216		A1RAIFJ6CDVX3W		33		1		1		1,0,2		s2_c01_v02_e24		166.31		Bake for 15 to 20 minutes in a 480 degree Farenheit oven====And our pizza is ready to be baked for 15 - 20 minutes at 480 degrees====ready to be baked for about 15-20 minutes at 480F
217		A1KB3HD0R4QRVZ		34		1		1		0,1		s2_c01_v02_e25		64.965		Cut the mozzarella into cubes====First cut mozzarella to cubes.
218		A2MV2H042RJ8TY		34		0		0		0,1		s2_c01_v02_e25		64.965		Cut the mozzarella into cubes====First cut mozzarella to cubes.
219		A0209255363QIA3IXELX		34		1		1		1,0		s2_c01_v02_e25		64.965		Cut the mozzarella into cubes====First cut mozzarella to cubes.
220		AI9WYG457WDW2		35		2		2		1,0,2		s2_c01_v02_e26		110.753333333		spread dough evenly====and begin to spread====Begin to spread it out evenly at the bottom of the pan.
221		A2MV2H042RJ8TY		35		0		0		0,2,1		s2_c01_v02_e26		110.753333333		spread dough evenly====and begin to spread====Begin to spread it out evenly at the bottom of the pan.
222		A3RGYT0JTEHAOK		35		0		0		1,0,2		s2_c01_v02_e26		110.753333333		spread dough evenly====and begin to spread====Begin to spread it out evenly at the bottom of the pan.
223		A1KB3HD0R4QRVZ		36		0		0		1,0,2		s2_c01_v03_e05		85.2633333333		get a board and put====Get a board(pizza peel) and add a little flour and cornmeal====get a board and put flour on it
224		A35RZMNT39ULK		36		1		1		1,0,2		s2_c01_v03_e05		85.2633333333		get a board and put====Get a board(pizza peel) and add a little flour and cornmeal====get a board and put flour on it
225		A3RGYT0JTEHAOK		36		2		2		2,1,0		s2_c01_v03_e05		85.2633333333		get a board and put====Get a board(pizza peel) and add a little flour and cornmeal====get a board and put flour on it
226		A2MV2H042RJ8TY		37		0		0		0,1		s2_c01_v03_e06		88.155		and a little====add corn meal
227		AG27GNED8RGXZ		37		@		add a little corn meal		0,1		s2_c01_v03_e06		88.155		and a little====add corn meal
228		AI9WYG457WDW2		37		1		1		1,0		s2_c01_v03_e06		88.155		and a little====add corn meal
229		A1KB3HD0R4QRVZ		38		1		1		1,0,2		s2_c01_v03_e07		43.4033333333		margherita pizza making====Get the pizza dough out====margherita pizza
230		A2MV2H042RJ8TY		38		1		1		1,0,2		s2_c01_v03_e07		43.4033333333		margherita pizza making====Get the pizza dough out====margherita pizza
231		A2Y5A2VKUNMAR2		38		1		1		1,0,2		s2_c01_v03_e07		43.4033333333		margherita pizza making====Get the pizza dough out====margherita pizza
232		A111JI6APXR6QV		39		0		0		1,0		s2_c01_v03_e08		49.655		Dip the pizza dough in flour====pizza dough
233		A2R2L2GA314OEI		39		0		0		1,0		s2_c01_v03_e08		49.655		Dip the pizza dough in flour====pizza dough
234		A2MV2H042RJ8TY		39		0		0		1,0		s2_c01_v03_e08		49.655		Dip the pizza dough in flour====pizza dough
235		A1KB3HD0R4QRVZ		40		0		0		0,1		s2_c01_v03_e10		240.38		Put in oven for 7-8 minutes====cook for 7 to 8 mins
236		AI9WYG457WDW2		40		0		0		0,1		s2_c01_v03_e10		240.38		Put in oven for 7-8 minutes====cook for 7 to 8 mins
237		ACHTQDBO8RS0O		40		1		1		0,1		s2_c01_v03_e10		240.38		Put in oven for 7-8 minutes====cook for 7 to 8 mins
238		A3C2DVYUP88DE7		41		@		put the right amount on, add a little salt and paper		1,0		s2_c01_v03_e11		146.59		how important is it to put====round the sause 
239		A1LOT6YM1SG3NZ		41		noop		noop		1,0		s2_c01_v03_e11		146.59		how important is it to put====round the sause 
240		A2MV2H042RJ8TY		41		1		1		1,0		s2_c01_v03_e11		146.59		how important is it to put====round the sause 
241		A3DLDSXGH336Y0		42		2		2		0,1,2		s2_c01_v03_e12		156.26		put the right amount on====we====ADD SALT AND PEPPER
242		A1KB3HD0R4QRVZ		42		2		2		1,2,0		s2_c01_v03_e12		156.26		put the right amount on====we====ADD SALT AND PEPPER
243		A2MV2H042RJ8TY		42		2		2		2,0,1		s2_c01_v03_e12		156.26		put the right amount on====we====ADD SALT AND PEPPER
244		A1KB3HD0R4QRVZ		43		2		2		1,2,0		s2_c01_v03_e14		283.003333333		When it is done remove it from the oven====Remove pizza from oven when done====when your eyes seem
245		A2MV2H042RJ8TY		43		1		1		2,0,1		s2_c01_v03_e14		283.003333333		When it is done remove it from the oven====Remove pizza from oven when done====when your eyes seem
246		A2VQ46CXQ4RZGI		43		1		1		1,0,2		s2_c01_v03_e14		283.003333333		When it is done remove it from the oven====Remove pizza from oven when done====when your eyes seem
247		A1LOT6YM1SG3NZ		44		0		0		0,1		s2_c01_v03_e15		219.195		add basil====chicken barsala is ready
248		A1KB3HD0R4QRVZ		44		noop		noop		0,1		s2_c01_v03_e15		219.195		add basil====chicken barsala is ready
249		A3AUE0VFUAC4CO		44		noop		noop		1,0		s2_c01_v03_e15		219.195		add basil====chicken barsala is ready
250		A1KB3HD0R4QRVZ		45		1		1		1,0,2		s2_c01_v03_e16		209.216666667		Add fresh basil to the pizza====Add Fresh Basil====add fresh basil
251		AI9WYG457WDW2		45		0		0		1,0,2		s2_c01_v03_e16		209.216666667		Add fresh basil to the pizza====Add Fresh Basil====add fresh basil
252		A2MV2H042RJ8TY		45		2		2		1,0,2		s2_c01_v03_e16		209.216666667		Add fresh basil to the pizza====Add Fresh Basil====add fresh basil
253		A2MV2H042RJ8TY		46		2		2		1,0,2		s2_c01_v03_e17		225.433333333		most delicious====add a little olive oil====add olive oil
254		A2R2L2GA314OEI		46		1		1		1,0,2		s2_c01_v03_e17		225.433333333		most delicious====add a little olive oil====add olive oil
255		A2IZ21VPUWDNM2		46		1		1		1,2,0		s2_c01_v03_e17		225.433333333		most delicious====add a little olive oil====add olive oil
256		A2MV2H042RJ8TY		47		0		0		1,0,2		s2_c01_v03_e18		108.74		place dough on board====Put the flattened dough on the board (pizza peel)====round the mashed flour
257		A2EUY3OCVFQPNQ		47		0		0		2,0,1		s2_c01_v03_e18		108.74		place dough on board====Put the flattened dough on the board (pizza peel)====round the mashed flour
258		A2VQ46CXQ4RZGI		47		2		2		0,2,1		s2_c01_v03_e18		108.74		place dough on board====Put the flattened dough on the board (pizza peel)====round the mashed flour
259		A2MV2H042RJ8TY		48		1		1		1,0		s2_c01_v03_e19		127.25		MAKE CHAPATHI====now were gonna use fresh
260		AG27GNED8RGXZ		48		@		Use fresh plump tomatoes		0,1		s2_c01_v03_e19		127.25		MAKE CHAPATHI====now were gonna use fresh
261		ACHTQDBO8RS0O		48		1		1		1,0		s2_c01_v03_e19		127.25		MAKE CHAPATHI====now were gonna use fresh
262		A3AUE0VFUAC4CO		49		1		1		1,0		s2_c01_v03_e21		133.535		ADD PLUM AND TOMATO SAUCE====fresh plum tomato sause
263		A0209255363QIA3IXELX		49		1		1		1,0		s2_c01_v03_e21		133.535		ADD PLUM AND TOMATO SAUCE====fresh plum tomato sause
264		A1DBDHM956762E		49		0		0		1,0		s2_c01_v03_e21		133.535		ADD PLUM AND TOMATO SAUCE====fresh plum tomato sause
265		A16S5BHQX20Y5A		50		0		0		0,1		s2_c01_v03_e22		187.585		Add Sliced Mozarella====put mozarella
266		A2MV2H042RJ8TY		50		0		0		0,1		s2_c01_v03_e22		187.585		Add Sliced Mozarella====put mozarella
267		A1PYMROZ75S4FW		50		0		0		0,1		s2_c01_v03_e22		187.585		Add Sliced Mozarella====put mozarella
268		A1KB3HD0R4QRVZ		51		1		1		1,0		s2_c01_v04_e03		41.295		No rolling pin ====Add sauce
269		A1PYMROZ75S4FW		51		1		1		0,1		s2_c01_v04_e03		41.295		No rolling pin ====Add sauce
270		A2Y5A2VKUNMAR2		51		noop		noop		0,1		s2_c01_v04_e03		41.295		No rolling pin ====Add sauce
271		A1PYMROZ75S4FW		52		0		0		0,1		s2_c01_v04_e04		54.565		Add the cheese====make neopolitan pizza
272		A1KB3HD0R4QRVZ		52		0		0		1,0		s2_c01_v04_e04		54.565		Add the cheese====make neopolitan pizza
273		A2R2L2GA314OEI		52		noop		noop		0,1		s2_c01_v04_e04		54.565		Add the cheese====make neopolitan pizza
274		A1KB3HD0R4QRVZ		53		1		1		1,0		s2_c01_v04_e05		98.46		place it in brick oven====put inside the ovan
275		A2VQ46CXQ4RZGI		53		0		0		0,1		s2_c01_v04_e05		98.46		place it in brick oven====put inside the ovan
276		A1DBDHM956762E		53		0		0		1,0		s2_c01_v04_e05		98.46		place it in brick oven====put inside the ovan
277		A2EUY3OCVFQPNQ		54		0		0		0,1		s2_c01_v04_e09		34.745		Spread dough by hand.  No rolling pin may be used.====no rolling pin may be used
278		A2VQ46CXQ4RZGI		54		0		0		1,0		s2_c01_v04_e09		34.745		Spread dough by hand.  No rolling pin may be used.====no rolling pin may be used
279		A2MV2H042RJ8TY		54		0		0		0,1		s2_c01_v04_e09		34.745		Spread dough by hand.  No rolling pin may be used.====no rolling pin may be used
280		A1KB3HD0R4QRVZ		55		1		1		1,0		s2_c01_v04_e10		108.63		fire 485 c 60 second====485 Celsius for 60 seconds
281		A2MV2H042RJ8TY		55		1		1		1,0		s2_c01_v04_e10		108.63		fire 485 c 60 second====485 Celsius for 60 seconds
282		AKFWAW2AJ5DOQ		55		1		1		1,0		s2_c01_v04_e10		108.63		fire 485 c 60 second====485 Celsius for 60 seconds
283		A3AUE0VFUAC4CO		56		noop		noop		0,1		s2_c01_v04_e11		109.37		neapolitan pizza fire 485 ====authentic neapolitan
284		A38MXV2PI75VE7		56		1		1		1,0		s2_c01_v04_e11		109.37		neapolitan pizza fire 485 ====authentic neapolitan
285		A1KB3HD0R4QRVZ		56		1		1		1,0		s2_c01_v04_e11		109.37		neapolitan pizza fire 485 ====authentic neapolitan
286		AWTJ1X4WZQ7H6		57		1		1		1,0		s2_c01_v04_e12		71.885		put oil on the dove====add basil leaves and oil
287		A0209255363QIA3IXELX		57		noop		noop		1,0		s2_c01_v04_e12		71.885		put oil on the dove====add basil leaves and oil
288		AFGAW97ISNQPK		57		1		1		1,0		s2_c01_v04_e12		71.885		put oil on the dove====add basil leaves and oil
289		A1KB3HD0R4QRVZ		58		1		1		0,1		s2_c01_v05_e03		92.75		you can kneed using a kitchenaid====when you finish with the dough
290		A2R2L2GA314OEI		58		1		1		1,0		s2_c01_v05_e03		92.75		you can kneed using a kitchenaid====when you finish with the dough
291		A33RF7N14X85AR		58		1		1		0,1		s2_c01_v05_e03		92.75		you can kneed using a kitchenaid====when you finish with the dough
292		A1M9HUOS9S8A15		59		1		1		0,1		s2_c01_v05_e06		39.365		2 lb of all-purpose flour====To prepare 6 pizzas gather two pounds of flour one ounce of fresh yeast two cups water and one teaspoon of salt
293		A16S5BHQX20Y5A		59		0		0		0,1		s2_c01_v05_e06		39.365		2 lb of all-purpose flour====To prepare 6 pizzas gather two pounds of flour one ounce of fresh yeast two cups water and one teaspoon of salt
294		A2MV2H042RJ8TY		59		noop		noop		1,0		s2_c01_v05_e06		39.365		2 lb of all-purpose flour====To prepare 6 pizzas gather two pounds of flour one ounce of fresh yeast two cups water and one teaspoon of salt
295		A1LOT6YM1SG3NZ		60		1		1		1,0		s2_c01_v05_e11		46.85		1 lb of Mozzarella Cheese====For the toppings we need six tablespoons EVOO one pound mozzarella tomato puree some basil leaves (fresh) salt
296		A111JI6APXR6QV		60		1		1		0,1		s2_c01_v05_e11		46.85		1 lb of Mozzarella Cheese====For the toppings we need six tablespoons EVOO one pound mozzarella tomato puree some basil leaves (fresh) salt
297		A2MV2H042RJ8TY		60		0		0		1,0		s2_c01_v05_e11		46.85		1 lb of Mozzarella Cheese====For the toppings we need six tablespoons EVOO one pound mozzarella tomato puree some basil leaves (fresh) salt
298		A1KB3HD0R4QRVZ		61		2		2		1,0,2,3		s2_c01_v05_e14		55.4025		Pinch of salt====To make the dough dump flour on the pizza bench====Start with flour====so when need the flour
299		AI9WYG457WDW2		61		1		1		1,0,2,3		s2_c01_v05_e14		55.4025		Pinch of salt====To make the dough dump flour on the pizza bench====Start with flour====so when need the flour
300		AWTJ1X4WZQ7H6		61		1		1		0,2,1,3		s2_c01_v05_e14		55.4025		Pinch of salt====To make the dough dump flour on the pizza bench====Start with flour====so when need the flour
301		A16S5BHQX20Y5A		62		0		0		1,2,0		s2_c01_v05_e15		57.3566666667		Pour the flour on the work table====we need to kneed our pizza dough so we need our flour====Knead the Pizza Dough
302		A2IZ21VPUWDNM2		62		@		Pizza should be added water		1,0,2		s2_c01_v05_e15		57.3566666667		Pour the flour on the work table====we need to kneed our pizza dough so we need our flour====Knead the Pizza Dough
303		A2MV2H042RJ8TY		62		2		2		2,0,1		s2_c01_v05_e15		57.3566666667		Pour the flour on the work table====we need to kneed our pizza dough so we need our flour====Knead the Pizza Dough
304		AI9WYG457WDW2		63		1		1		1,0		s2_c01_v05_e16		148.35		add salt and olive oil to the tomato====Season tomato
305		AHN6EHPD7LRNF		63		1		1		0,1		s2_c01_v05_e16		148.35		add salt and olive oil to the tomato====Season tomato
306		A30M7MYW1BHQN1		63		noop		noop		0,1		s2_c01_v05_e16		148.35		add salt and olive oil to the tomato====Season tomato
307		A1PYMROZ75S4FW		64		1		1		0,1		s2_c01_v05_e17		149.51		Add pinch of salt====Season tomato with pinch of salt
308		A2Y5A2VKUNMAR2		64		1		1		1,0		s2_c01_v05_e17		149.51		Add pinch of salt====Season tomato with pinch of salt
309		A2VQ46CXQ4RZGI		64		0		0		0,1		s2_c01_v05_e17		149.51		Add pinch of salt====Season tomato with pinch of salt
310		A1KB3HD0R4QRVZ		65		0		0		0,2,1		s2_c01_v05_e18		151.946666667		Add olive oil====Olive oil====pizza dough is ready now we can season the tomato with salt and olive oil
311		A2ORTC4C0S43XV		65		0		0		0,1,2		s2_c01_v05_e18		151.946666667		Add olive oil====Olive oil====pizza dough is ready now we can season the tomato with salt and olive oil
312		A2MV2H042RJ8TY		65		0		0		2,1,0		s2_c01_v05_e18		151.946666667		Add olive oil====Olive oil====pizza dough is ready now we can season the tomato with salt and olive oil
313		A2MV2H042RJ8TY		66		1		1		1,0,2,3		s2_c01_v05_e19		158.4		we start giving shape to our pizza====Flour one of the dough balls====Flour one piece of dough====Flour 1 piece of dough
314		A1KB3HD0R4QRVZ		66		2		2		0,3,1,2		s2_c01_v05_e19		158.4		we start giving shape to our pizza====Flour one of the dough balls====Flour one piece of dough====Flour 1 piece of dough
315		A2VQ46CXQ4RZGI		66		2		2		0,2,3,1		s2_c01_v05_e19		158.4		we start giving shape to our pizza====Flour one of the dough balls====Flour one piece of dough====Flour 1 piece of dough
316		A3DLDSXGH336Y0		67		2		2		0,2,1		s2_c01_v05_e20		162.89		Flatten dough with hands====Flatten with hands====Flatten the dough with your hands
317		A1KB3HD0R4QRVZ		67		2		2		2,0,1		s2_c01_v05_e20		162.89		Flatten dough with hands====Flatten with hands====Flatten the dough with your hands
318		A2MV2H042RJ8TY		67		2		2		1,0,2		s2_c01_v05_e20		162.89		Flatten dough with hands====Flatten with hands====Flatten the dough with your hands
319		A2MV2H042RJ8TY		68		2		2		0,2,1		s2_c01_v05_e21		208.39		should make pizza====Bake pizza at 750 degrees F for 90 seconds====Bake pizza at 750F for 90 seconds
320		A2VQ46CXQ4RZGI		68		0		0		0,2,1		s2_c01_v05_e21		208.39		should make pizza====Bake pizza at 750 degrees F for 90 seconds====Bake pizza at 750F for 90 seconds
321		A2O4KD35UJZ3SS		68		1		1		1,0,2		s2_c01_v05_e21		208.39		should make pizza====Bake pizza at 750 degrees F for 90 seconds====Bake pizza at 750F for 90 seconds
322		AHZK68L2UCA70		69		0		0		1,0,2		s2_c01_v05_e22		188.73		Add basil on top of cheese====Add little basil====add basil
323		A2MV2H042RJ8TY		69		0		0		0,1,2		s2_c01_v05_e22		188.73		Add basil on top of cheese====Add little basil====add basil
324		AE07IWH0B4F5E		69		1		1		2,0,1		s2_c01_v05_e22		188.73		Add basil on top of cheese====Add little basil====add basil
325		A1PYMROZ75S4FW		70		1		1		0,1		s2_c01_v05_e24		62.605		we have the yeast salt and water====place on our bench we have yeast salt and water
326		A2VQ46CXQ4RZGI		70		1		1		1,0		s2_c01_v05_e24		62.605		we have the yeast salt and water====place on our bench we have yeast salt and water
327		A2O4KD35UJZ3SS		70		1		1		1,0		s2_c01_v05_e24		62.605		we have the yeast salt and water====place on our bench we have yeast salt and water
328		A2Y5A2VKUNMAR2		71		2		2		2,0,1		s2_c01_v05_e25		65.7066666667		it is important not to mix====it====Add yeast salt and water.  Do not mix yeast and salt directly
329		A2MV2H042RJ8TY		71		2		2		2,0,1		s2_c01_v05_e25		65.7066666667		it is important not to mix====it====Add yeast salt and water.  Do not mix yeast and salt directly
330		AI9WYG457WDW2		71		2		2		2,0,1		s2_c01_v05_e25		65.7066666667		it is important not to mix====it====Add yeast salt and water.  Do not mix yeast and salt directly
331		A3JFSFVZSPX1KZ		72		0		0		1,0		s2_c01_v05_e26		69.555		we add the water====we have water
332		A111JI6APXR6QV		72		0		0		1,0		s2_c01_v05_e26		69.555		we add the water====we have water
